Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
TAF7 ENCODE	1/640	0.3008187968356142	1.0	0	0	2.840909090909091	3.4126340891441425	HIST2H2BE
CHD1 ENCODE	1/655	0.3067562154281689	0.9969577001415488	0	0	2.7758501040943786	3.280227434842115	HIST2H2BE
MAX ENCODE	2/2073	0.3181974801847122	1.0	0	0	1.7541551550234618	2.0086533913551183	UBALD1;PRPF19
SP1 ENCODE	1/707	0.32698614164953194	1.0	0	0	2.5716857400025717	2.8747267307692264	SYT5
STAT3 ENCODE	1/725	0.3338627745037221	0.9920493870967743	0	0	2.507836990595611	2.751160439394762	HIST2H2BE
NFYB ENCODE	3/3715	0.3353517202834014	0.9687938585964928	0	0	1.4682491129328277	1.6041728422386745	UBALD1;PRPF19;HIST2H2BE
ZNF384 ENCODE	1/730	0.33576158081263846	0.943762281203092	0	0	2.4906600249066	2.718191660785535	UBALD1
CEBPD ENCODE	1/734	0.3372770816786211	0.9230741182783313	0	0	2.4770869457517954	2.6922231499255562	HIST2H2BE
ZBTB7A ENCODE	2/2184	0.34180013485588007	0.9114670262823469	0	0	1.6650016650016648	1.7874277618290988	C19ORF60;NOXA1
E2F1 CHEA	1/859	0.38308166201880284	0.9960123212488874	0	0	2.116626097999788	2.0309177601220814	PRPF19
ZMIZ1 ENCODE	1/914	0.40230810842403036	1.0	0	0	1.989258006763477	1.8112931073436371	HIST2H2BE
SP2 ENCODE	1/994	0.4293024745749882	1.0	0	0	1.8291567587342237	1.5467231380264952	CDK5R2
NFE2L2 CHEA	1/1022	0.4384854186235934	1.0	0	0	1.7790428749332856	1.466694041232205	MATN2
AR CHEA	1/1095	0.46179857321778056	1.0	0	0	1.6604400166044	1.2828999114607071	MATN2
ATF2 ENCODE	2/2852	0.47917551742635417	1.0	0	0	1.2750223128904754	0.9380190284313127	UBALD1;HIST2H2BE
SMC3 ENCODE	1/1181	0.48813247347596445	1.0	0	0	1.5395273650989145	1.1041004509694898	NOXA1
RAD21 ENCODE	1/1265	0.5127176986034785	1.0	0	0	1.4372978799856269	0.9601579308648546	HIST2H2BE
REST CHEA	1/1280	0.5169932047081399	1.0	0	0	1.4204545454545454	0.9371101537756755	CDK5R2
E2F6 ENCODE	2/3245	0.5535160855883952	1.0	0	0	1.120605126768455	0.6627981125297572	C19ORF60;UBALD1
MYC ENCODE	1/1515	0.5796734000163849	1.0	0	0	1.2001200120012	0.6544139663534009	UBALD1
PML ENCODE	1/1596	0.5995007483234265	1.0	0	0	1.139211665527455	0.5828868264632392	HIST2H2BE
UBTF ENCODE	1/1631	0.6078019355653598	1.0	0	0	1.1147650632629171	0.5550484521055797	UBALD1
SUZ12 CHEA	1/1684	0.6200748442737805	1.0	0	0	1.0796804145972791	0.5159955643036548	CDK5R2
YY1 ENCODE	1/2753	0.8039662950400369	1.0	0	0	0.6604365485585972	0.14410588929359644	UBALD1
