Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of dendrite morphogenesis (GO:0050775)	1/16	0.03850183520662026	1.0	0	0	25.510204081632654	83.08799416122565	PTPRD
negative regulation of steroid biosynthetic process (GO:0010894)	1/16	0.03850183520662026	1.0	0	0	25.510204081632654	83.08799416122565	SCAP
positive regulation of DNA-templated transcription, initiation (GO:2000144)	1/16	0.03850183520662026	1.0	0	0	25.510204081632654	83.08799416122565	TAF1
positive regulation of cholesterol transport (GO:0032376)	1/17	0.04085938516720612	1.0	0	0	24.009603841536617	76.77355911185377	ABCA7
positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	1/17	0.04085938516720612	1.0	0	0	24.009603841536617	76.77355911185377	TAF1
regulation of transcription from RNA polymerase I promoter (GO:0006356)	1/17	0.04085938516720612	1.0	0	0	24.009603841536617	76.77355911185377	TAF1
negative regulation of cellular process (GO:0048523)	4/534	0.041411668090759995	1.0	0	0	3.0574027363754492	9.735359168137759	ADAM15;CTBP2;ARHGDIA;DIS3L2
porphyrin-containing compound biosynthetic process (GO:0006779)	1/18	0.04321127244441888	1.0	0	0	22.675736961451246	71.23931704209988	COX15
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)	1/18	0.04321127244441888	1.0	0	0	22.675736961451246	71.23931704209988	UBAP1
negative regulation of osteoclast differentiation (GO:0045671)	1/18	0.04321127244441888	1.0	0	0	22.675736961451246	71.23931704209988	TCTA
regulation of cholesterol efflux (GO:0010874)	1/18	0.04321127244441888	1.0	0	0	22.675736961451246	71.23931704209988	ABCA7
regulation of amyloid-beta formation (GO:1902003)	1/18	0.04321127244441888	1.0	0	0	22.675736961451246	71.23931704209988	ABCA7
protein targeting to lysosome (GO:0006622)	1/19	0.04555751032182184	1.0	0	0	21.482277121374864	66.35402337351628	AP3M1
negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051)	1/19	0.04555751032182184	1.0	0	0	21.482277121374864	66.35402337351628	TAF1
inorganic cation transmembrane transport (GO:0098662)	2/140	0.04619354713927469	1.0	0	0	5.830903790087463	17.929534477898546	COX15;SCN9A
striated muscle cell development (GO:0055002)	1/20	0.04789811206941787	1.0	0	0	20.408163265306126	62.013861006972384	KLHL41
heparan sulfate proteoglycan metabolic process (GO:0030201)	1/20	0.04789811206941787	1.0	0	0	20.408163265306126	62.013861006972384	SGSH
steroid hormone mediated signaling pathway (GO:0043401)	1/20	0.04789811206941787	1.0	0	0	20.408163265306126	62.013861006972384	MED13
positive regulation of transcription from RNA polymerase I promoter (GO:0045943)	1/21	0.0502330909367498	1.0	0	0	19.43634596695821	58.13569071802752	TAF1
phospholipid translocation (GO:0045332)	1/21	0.0502330909367498	1.0	0	0	19.43634596695821	58.13569071802752	ABCA7
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	1/21	0.0502330909367498	1.0	0	0	19.43634596695821	58.13569071802752	COX15
mesoderm development (GO:0007498)	1/21	0.0502330909367498	1.0	0	0	19.43634596695821	58.13569071802752	MEST
peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	ZDHHC6
peptidyl-L-cysteine S-palmitoylation (GO:0018230)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	ZDHHC6
maturation of LSU-rRNA (GO:0000470)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	RPL7
regulation of transcription from RNA polymerase III promoter (GO:0006359)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	ZC3H8
lipid translocation (GO:0034204)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	ABCA7
ncRNA catabolic process (GO:0034661)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	DIS3L2
viral genome replication (GO:0019079)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	CTBP2
hematopoietic progenitor cell differentiation (GO:0002244)	1/22	0.052562460131218174	1.0	0	0	18.55287569573284	54.652191090012	MLF1
protein stabilization (GO:0050821)	2/152	0.0534910619678653	1.0	0	0	5.370569280343716	15.72631957603903	TAF1;OTUD3
negative regulation of axonogenesis (GO:0050771)	1/23	0.054886232846338284	1.0	0	0	17.74622892635315	51.50830043904919	ARHGDIA
membrane assembly (GO:0071709)	1/23	0.054886232846338284	1.0	0	0	17.74622892635315	51.50830043904919	PTPRD
protein K48-linked deubiquitination (GO:0071108)	1/23	0.054886232846338284	1.0	0	0	17.74622892635315	51.50830043904919	OTUD3
cholesterol efflux (GO:0033344)	1/23	0.054886232846338284	1.0	0	0	17.74622892635315	51.50830043904919	ABCA7
neuronal action potential (GO:0019228)	1/23	0.054886232846338284	1.0	0	0	17.74622892635315	51.50830043904919	SCN9A
microtubule polymerization or depolymerization (GO:0031109)	1/23	0.054886232846338284	1.0	0	0	17.74622892635315	51.50830043904919	TPPP3
sensory perception of pain (GO:0019233)	1/24	0.05720442221925741	1.0	0	0	17.006802721088434	48.658572654069516	SCN9A
regulation of cell cycle G1/S phase transition (GO:1902806)	1/24	0.05720442221925741	1.0	0	0	17.006802721088434	48.658572654069516	TAF1
transcription initiation from RNA polymerase II promoter (GO:0006367)	2/160	0.05856911282011655	1.0	0	0	5.102040816326531	14.47728472621549	MED13;TAF1
respiratory chain complex IV assembly (GO:0008535)	1/25	0.05951704140202087	1.0	0	0	16.3265306122449	46.065185262369035	COX15
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000058)	1/25	0.05951704140202087	1.0	0	0	16.3265306122449	46.065185262369035	TAF1
long-chain fatty acid transport (GO:0015909)	1/25	0.05951704140202087	1.0	0	0	16.3265306122449	46.065185262369035	CPT2
positive regulation of cyclin-dependent protein kinase activity (GO:1904031)	1/26	0.06182410346022105	1.0	0	0	15.698587127158557	43.696420202979034	CKS1B
RNA biosynthetic process (GO:0032774)	1/26	0.06182410346022105	1.0	0	0	15.698587127158557	43.696420202979034	TAF1
positive regulation of synapse assembly (GO:0051965)	1/26	0.06182410346022105	1.0	0	0	15.698587127158557	43.696420202979034	PTPRD
microtubule polymerization (GO:0046785)	1/27	0.06412562148920224	1.0	0	0	15.11715797430083	41.52549181706361	TPPP3
transition metal ion transport (GO:0000041)	1/27	0.06412562148920224	1.0	0	0	15.11715797430083	41.52549181706361	SLC31A1
transcription from RNA polymerase III promoter (GO:0006383)	1/27	0.06412562148920224	1.0	0	0	15.11715797430083	41.52549181706361	ZC3H8
negative regulation of cell-matrix adhesion (GO:0001953)	1/27	0.06412562148920224	1.0	0	0	15.11715797430083	41.52549181706361	ADAM15
negative regulation of myeloid leukocyte differentiation (GO:0002762)	1/27	0.06412562148920224	1.0	0	0	15.11715797430083	41.52549181706361	TCTA
muscle fiber development (GO:0048747)	1/27	0.06412562148920224	1.0	0	0	15.11715797430083	41.52549181706361	KLHL41
protein targeting to vacuole (GO:0006623)	1/27	0.06412562148920224	1.0	0	0	15.11715797430083	41.52549181706361	AP3M1
negative regulation of gene expression (GO:0010629)	4/618	0.06420776771036991	1.0	0	0	2.641833432402087	7.253499988724246	CTBP2;ZC3H8;DIS3L2;TAF1
hydrogen ion transmembrane transport (GO:1902600)	1/28	0.06642160851252993	1.0	0	0	14.577259475218659	39.529633324123054	COX15
nuclear-transcribed mRNA catabolic process (GO:0000956)	2/174	0.06783815914716353	1.0	0	0	4.691531785127844	12.623178151909254	RPL7;DIS3L2
semaphorin-plexin signaling pathway (GO:0071526)	1/29	0.06871207754428547	1.0	0	0	14.074595355383533	37.68937781813083	ARHGDIA
regulation of myoblast differentiation (GO:0045661)	1/29	0.06871207754428547	1.0	0	0	14.074595355383533	37.68937781813083	KLHL41
regulation of actin cytoskeleton reorganization (GO:2000249)	1/30	0.07099704156206502	1.0	0	0	13.60544217687075	35.98798735984887	ARHGDIA
protein palmitoylation (GO:0018345)	1/30	0.07099704156206502	1.0	0	0	13.60544217687075	35.98798735984887	ZDHHC6
negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	1/30	0.07099704156206502	1.0	0	0	13.60544217687075	35.98798735984887	ARHGDIA
regulation of leukocyte chemotaxis (GO:0002688)	1/30	0.07099704156206502	1.0	0	0	13.60544217687075	35.98798735984887	MTUS1
protein localization to lysosome (GO:0061462)	1/30	0.07099704156206502	1.0	0	0	13.60544217687075	35.98798735984887	AP3M1
positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	1/30	0.07099704156206502	1.0	0	0	13.60544217687075	35.98798735984887	CKS1B
regulation of protein polymerization (GO:0032271)	1/30	0.07099704156206502	1.0	0	0	13.60544217687075	35.98798735984887	TPPP3
sarcomere organization (GO:0045214)	1/31	0.0732765135248936	1.0	0	0	13.166556945358789	34.41099588139884	KLHL41
proton transport (GO:0015992)	1/31	0.0732765135248936	1.0	0	0	13.166556945358789	34.41099588139884	COX15
anterograde axonal transport (GO:0008089)	1/31	0.0732765135248936	1.0	0	0	13.166556945358789	34.41099588139884	AP3M1
vesicle-mediated transport to the plasma membrane (GO:0098876)	1/31	0.0732765135248936	1.0	0	0	13.166556945358789	34.41099588139884	CCDC93
positive regulation of dendrite development (GO:1900006)	1/32	0.07555050634212196	1.0	0	0	12.755102040816327	32.94584041079259	PTPRD
aminoglycan catabolic process (GO:0006026)	1/32	0.07555050634212196	1.0	0	0	12.755102040816327	32.94584041079259	SGSH
microtubule bundle formation (GO:0001578)	1/32	0.07555050634212196	1.0	0	0	12.755102040816327	32.94584041079259	TPPP3
mitochondrial transmembrane transport (GO:1990542)	1/32	0.07555050634212196	1.0	0	0	12.755102040816327	32.94584041079259	CPT2
DNA-templated transcription, initiation (GO:0006352)	2/186	0.07614366001328325	1.0	0	0	4.388852315119597	11.301880446182526	MED13;TAF1
gene expression (GO:0010467)	3/411	0.07942955343934287	1.0	0	0	2.9792939073439593	7.5462081645116355	THOC3;MLF1;RPL7
RNA metabolic process (GO:0016070)	2/191	0.0796961064847594	1.0	0	0	4.2739608932578275	10.811131729951022	PABPC3;DIS3L2
regulation of alcohol biosynthetic process (GO:1902930)	1/34	0.080082106093531	1.0	0	0	12.004801920768308	30.30855755644345	SCAP
nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)	1/35	0.08233973871315534	1.0	0	0	11.661807580174926	29.11838409227869	DIS3L2
negative regulation of cell-substrate adhesion (GO:0010812)	1/35	0.08233973871315534	1.0	0	0	11.661807580174926	29.11838409227869	ADAM15
negative regulation of protein kinase B signaling (GO:0051898)	1/35	0.08233973871315534	1.0	0	0	11.661807580174926	29.11838409227869	OTUD3
sulfur compound catabolic process (GO:0044273)	1/35	0.08233973871315534	1.0	0	0	11.661807580174926	29.11838409227869	SGSH
regulation of synapse assembly (GO:0051963)	1/35	0.08233973871315534	1.0	0	0	11.661807580174926	29.11838409227869	PTPRD
protein acylation (GO:0043543)	1/36	0.08459194359992496	1.0	0	0	11.337868480725623	28.003585558048368	ZDHHC6
organophosphate biosynthetic process (GO:0090407)	1/36	0.08459194359992496	1.0	0	0	11.337868480725623	28.003585558048368	AGPAT5
mRNA catabolic process (GO:0006402)	1/36	0.08459194359992496	1.0	0	0	11.337868480725623	28.003585558048368	DIS3L2
axonal transport (GO:0098930)	1/36	0.08459194359992496	1.0	0	0	11.337868480725623	28.003585558048368	AP3M1
sodium ion transmembrane transport (GO:0035725)	1/36	0.08459194359992496	1.0	0	0	11.337868480725623	28.003585558048368	SCN9A
regulation of muscle cell differentiation (GO:0051147)	1/36	0.08459194359992496	1.0	0	0	11.337868480725623	28.003585558048368	KLHL41
rRNA metabolic process (GO:0016072)	2/200	0.08621893825800953	1.0	0	0	4.081632653061225	10.00353234316033	RPL7;DIS3L2
phospholipid biosynthetic process (GO:0008654)	1/37	0.08683873349397976	1.0	0	0	11.031439602868176	26.957556739555184	AGPAT5
regulation of osteoclast differentiation (GO:0045670)	1/37	0.08683873349397976	1.0	0	0	11.031439602868176	26.957556739555184	TCTA
protein K63-linked ubiquitination (GO:0070534)	1/37	0.08683873349397976	1.0	0	0	11.031439602868176	26.957556739555184	UBE2NL
positive regulation of axonogenesis (GO:0050772)	1/37	0.08683873349397976	1.0	0	0	11.031439602868176	26.957556739555184	ARHGDIA
positive regulation of receptor activity (GO:2000273)	1/37	0.08683873349397976	1.0	0	0	11.031439602868176	26.957556739555184	TAF1
rRNA processing (GO:0006364)	2/202	0.08769007674147251	1.0	0	0	4.04122044857547	9.836114512209218	RPL7;DIS3L2
membrane depolarization during action potential (GO:0086010)	1/38	0.08908012117667435	1.0	0	0	10.741138560687432	25.974426168431595	SCN9A
retina homeostasis (GO:0001895)	1/38	0.08908012117667435	1.0	0	0	10.741138560687432	25.974426168431595	POTEF
skeletal muscle tissue development (GO:0007519)	1/39	0.09131611933080343	1.0	0	0	10.465724751439037	25.04895817379359	KLHL41
Golgi to plasma membrane transport (GO:0006893)	1/39	0.09131611933080343	1.0	0	0	10.465724751439037	25.04895817379359	CCDC93
DNA replication-independent nucleosome assembly (GO:0006336)	1/39	0.09131611933080343	1.0	0	0	10.465724751439037	25.04895817379359	CABIN1
positive regulation of phagocytosis (GO:0050766)	1/39	0.09131611933080343	1.0	0	0	10.465724751439037	25.04895817379359	ABCA7
regulation of transcription, DNA-templated (GO:0006355)	7/1598	0.09300941534909175	1.0	0	0	1.7879492222420883	4.246476936600252	ZNF672;MED13;CTBP2;ZC3H8;MLF1;CKS1B;TAF1
phosphatidic acid biosynthetic process (GO:0006654)	1/40	0.09354674065934461	1.0	0	0	10.204081632653063	24.17647007648962	AGPAT5
androgen receptor signaling pathway (GO:0030521)	1/40	0.09354674065934461	1.0	0	0	10.204081632653063	24.17647007648962	MED13
regulation of cholesterol biosynthetic process (GO:0045540)	1/40	0.09354674065934461	1.0	0	0	10.204081632653063	24.17647007648962	SCAP
regulation of phagocytosis (GO:0050764)	1/41	0.09577199782508729	1.0	0	0	9.955201592832255	23.352761921448884	ABCA7
regulation of cholesterol metabolic process (GO:0090181)	1/41	0.09577199782508729	1.0	0	0	9.955201592832255	23.352761921448884	SCAP
phosphatidic acid metabolic process (GO:0046473)	1/41	0.09577199782508729	1.0	0	0	9.955201592832255	23.352761921448884	AGPAT5
cellular protein modification process (GO:0006464)	5/1001	0.0970943934821206	1.0	0	0	2.038777548981631	4.754575312401601	PTPRD;KBTBD6;ABCA7;KLHL41;TAF1
membrane depolarization (GO:0051899)	1/43	0.10020647014004594	1.0	0	0	9.492168960607499	21.83694845904246	SCN9A
nucleobase-containing compound catabolic process (GO:0034655)	1/43	0.10020647014004594	1.0	0	0	9.492168960607499	21.83694845904246	DIS3L2
RNA catabolic process (GO:0006401)	1/43	0.10020647014004594	1.0	0	0	9.492168960607499	21.83694845904246	DIS3L2
regulation of steroid biosynthetic process (GO:0050810)	1/44	0.10241571046432069	1.0	0	0	9.27643784786642	21.138359514300806	SCAP
regulation of dendrite morphogenesis (GO:0048814)	1/44	0.10241571046432069	1.0	0	0	9.27643784786642	21.138359514300806	PTPRD
cholesterol transport (GO:0030301)	1/44	0.10241571046432069	1.0	0	0	9.27643784786642	21.138359514300806	ABCA7
protein polymerization (GO:0051258)	1/45	0.10461963696044026	1.0	0	0	9.070294784580499	20.475501234681968	TPPP3
ribosome biogenesis (GO:0042254)	2/226	0.1059089852377372	1.0	0	0	3.6120642947444463	8.109717115898412	RPL7;DIS3L2
ncRNA processing (GO:0034470)	2/227	0.10668932040494994	1.0	0	0	3.5961521172345594	8.047592252483154	RPL7;DIS3L2
postreplication repair (GO:0006301)	1/47	0.10901159849285975	1.0	0	0	8.684324793747287	19.247077674533823	UBE2NL
myofibril assembly (GO:0030239)	1/47	0.10901159849285975	1.0	0	0	8.684324793747287	19.247077674533823	KLHL41
peptide cross-linking (GO:0018149)	1/47	0.10901159849285975	1.0	0	0	8.684324793747287	19.247077674533823	ABCA7
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	1/47	0.10901159849285975	1.0	0	0	8.684324793747287	19.247077674533823	PTPRD
cellular macromolecule catabolic process (GO:0044265)	1/48	0.11119965848123285	1.0	0	0	8.503401360544217	18.67710857467947	DIS3L2
negative regulation of protein ubiquitination (GO:0031397)	1/50	0.11555999902224065	1.0	0	0	8.16326530612245	17.616044178327805	TAF1
negative regulation of neuron projection development (GO:0010977)	1/51	0.117732304342972	1.0	0	0	8.003201280512204	17.12158334507697	ARHGDIA
positive regulation of nervous system development (GO:0051962)	1/52	0.11989938284584431	1.0	0	0	7.849293563579279	16.649155135028103	PTPRD
regulation of cell-matrix adhesion (GO:0001952)	1/52	0.11989938284584431	1.0	0	0	7.849293563579279	16.649155135028103	ADAM15
intracellular transport of virus (GO:0075733)	1/54	0.12421790857292911	1.0	0	0	7.558578987150415	15.765063707247872	UBAP1
action potential (GO:0001508)	1/54	0.12421790857292911	1.0	0	0	7.558578987150415	15.765063707247872	SCN9A
sensory perception (GO:0007600)	1/54	0.12421790857292911	1.0	0	0	7.558578987150415	15.765063707247872	SCN9A
