Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
REST CHEA	5/1280	0.20272347650534012	0.6200953398986874	0	0	1.594387755102041	2.5445032099172264	ZNF672;PTPRD;CTBP2;SCAP;AFF1
RUNX1 CHEA	5/1294	0.2088602618784944	0.620613349581812	0	0	1.5771378103018643	2.4699395232067514	AGPAT5;PURB;KBTBD6;SCFD2;TCTA
ZEB1 ENCODE	1/106	0.22949094066533868	0.6629738285887562	0	0	3.850596842510589	5.667661626822367	GGA1
REST ENCODE	2/383	0.24130650218646163	0.6782669250646489	0	0	2.13140086321735	3.0301856668209726	AGPAT5;SCAP
SP1 ENCODE	3/707	0.24986172391789604	0.6838320865121365	0	0	1.7319516208180585	2.401952980631467	SETD8;ABCA7;CABIN1
CREB1 CHEA	5/1444	0.2781327034135631	0.741687209102835	0	0	1.4133077053536096	1.8085489976517353	PURB;GGA1;SLC31A1;UBAP1;MLF1
ZBTB7A ENCODE	7/2184	0.28438283076035886	0.7393953599769331	0	0	1.3082155939298796	1.6449947055420302	AGPAT5;ZNF672;GGA1;AP3M1;SCN9A;CKS1B;SGSH
SOX2 CHEA	3/775	0.295311399610284	0.7490825746212083	0	0	1.5799868334430547	1.9271492626545077	AGPAT5;ARHGDIA;MTUS1
TAF1 ENCODE	10/3346	0.2979012969945936	0.7376603544628032	0	0	1.2198543493906828	1.4772351580083722	ZNF672;PURB;COX15;ARHGDIA;AMD1;RBM12B;ZDHHC6;UBAP1;TCTA;RPL7
SIN3A ENCODE	4/1131	0.2999557156087426	0.7254742889141682	0	0	1.4435482415777983	1.73820592917169	SETD8;SCFD2;AMD1;GPATCH4
SMC3 ENCODE	4/1181	0.3280559634217473	0.7754050044514027	0	0	1.3824327360071886	1.5408195268122251	MED13;SETD8;ARHGDIA;SCAP
HDAC2 ENCODE	1/175	0.35024234803788656	0.8094489821320046	0	0	2.3323615160349855	2.446950300052398	ARHGDIA
FOSL2 ENCODE	1/196	0.3831629644986655	0.8662814849535047	0	0	2.0824656393169514	1.9976986370765084	KLHL41
RFX5 ENCODE	2/559	0.3995745396069892	0.8841649387048273	0	0	1.4603336862473075	1.3396443341752113	AMD1;CABIN1
SMAD4 CHEA	2/584	0.42110264313444395	0.9123890601246285	0	0	1.397819401733296	1.2089441810117167	PTPRD;TAF1
NANOG CHEA	2/595	0.4304571409327214	0.913623319530674	0	0	1.371977362373521	1.1564500312900794	MTUS1;CKS1B
KLF4 CHEA	3/987	0.43788686696616314	0.9108046832896193	0	0	1.2406178276781838	1.0244956225634725	AGPAT5;TPPP3;DIS3L2
NELFE ENCODE	1/234	0.438630706795119	0.894462617778282	0	0	1.7442874585731731	1.437462819668963	AMD1
TP63 CHEA	4/1399	0.45110465382636916	0.9022093076527382	0	0	1.167014339688699	0.9290086715035828	CPT2;SCN9A;MTUS1;SCAP
FOS ENCODE	2/637	0.46545226903577885	0.9133403015041699	0	0	1.2815173165027394	0.9800348886712046	SETD8;CKS1B
BCL3 ENCODE	1/273	0.49047206395832504	0.9446128639197371	0	0	1.4951035359198626	1.0650922565778227	ABCA7
RCOR1 ENCODE	2/702	0.5171344569754411	0.9778542459171978	0	0	1.1628583057154487	0.7668496619189659	SCAP;ABCA7
ZBTB33 ENCODE	2/702	0.5171344569754411	0.9603925629543907	0	0	1.1628583057154487	0.7668496619189659	GGA1;KBTBD6
YY1 ENCODE	7/2753	0.5202668849249587	0.9492588777578194	0	0	1.0378288620206528	0.67813124262268	MED13;ARHGDIA;AMD1;RBM12B;UBAP1;GPATCH4;OTUD3
EGR1 CHEA	1/315	0.5410587077323515	0.9701742345545614	0	0	1.2957563977972142	0.7958891985200668	AFF1
PML ENCODE	4/1596	0.5565839462828961	0.9810971256512067	0	0	1.0229655772083268	0.5993936604503582	ZNF672;MED13;CPT2;AMD1
RAD21 ENCODE	3/1265	0.6067456956884828	1.0	0	0	0.9679761232556264	0.48364494162631305	GGA1;MED13;SCAP
PBX3 ENCODE	3/1269	0.6089329951158075	1.0	0	0	0.9649249770830318	0.47864818040792656	SETD8;AMD1;ABCA7
HNF4A ENCODE	3/1276	0.612742230237288	1.0	0	0	0.9596315015034228	0.47003800473956914	COX15;SLC31A1;MTUS1
BCLAF1 ENCODE	2/851	0.6229481474130114	1.0	0	0	0.9592556176407108	0.45400800415860276	GGA1;AMD1
TCF3 CHEA	2/1006	0.7136454463848407	1.0	0	0	0.8114577839087921	0.27376071218955506	SCFD2;TAF1
EGR1 ENCODE	1/537	0.7369093268854613	1.0	0	0	0.7600805685402653	0.2320453193233541	KBTBD6
SIX5 ENCODE	2/1094	0.7567447765409439	1.0	0	0	0.7461851285303884	0.20798360899436566	KBTBD6;RPL7
AR CHEA	2/1095	0.7572016453742739	1.0	0	0	0.7455036809244245	0.20734372317770536	UBAP1;RPL7
TAF7 ENCODE	1/640	0.7972087141369496	1.0	0	0	0.6377551020408164	0.1445400253659436	AMD1
FLI1 ENCODE	1/650	0.8022844074250245	1.0	0	0	0.6279434850863422	0.13833099607844895	AMD1
E2F4 ENCODE	1/710	0.8302261031836171	1.0	0	0	0.5748778384593275	0.1069601620092379	CKS1B
GATA1 CHEA	1/807	0.8674257333373279	1.0	0	0	0.5057785195862732	0.07193454255451331	AFF1
TCF3 ENCODE	1/840	0.8781590552698343	1.0	0	0	0.4859086491739554	0.06313291808069708	PURB
E2F1 CHEA	1/859	0.8839476671146219	1.0	0	0	0.4751609607754627	0.05861462934758977	KBTBD6
NFE2L2 CHEA	1/1022	0.92371606561232	1.0	0	0	0.39937697192379884	0.031690779528547965	SCFD2
SUZ12 CHEA	1/1684	0.9866356227845148	1.0	0	0	0.24237723593000146	0.00326106069639743	DNAJA4
