Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091	1/54	0.12421790857292911	1.0	0	0	7.558578987150415	15.765063707247872	SGSH
Regulation of cholesterol biosynthesis by SREBP (SREBF) Homo sapiens R-HSA-1655829	1/55	0.12636938033824105	1.0	0	0	7.421150278293135	15.350991248791994	SCAP
SCF(Skp2)-mediated degradation of p27/p21 Homo sapiens R-HSA-187577	1/59	0.1349236118713764	1.0	0	0	6.918021445866483	13.857118634937683	CKS1B
DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586	1/59	0.1349236118713764	1.0	0	0	6.918021445866483	13.857118634937683	CABIN1
Cleavage of Growing Transcript in the Termination Region Homo sapiens R-HSA-109688	1/60	0.13704931664792863	1.0	0	0	6.802721088435375	13.519826138757372	THOC3
RNA Polymerase II Transcription Termination Homo sapiens R-HSA-73856	1/60	0.13704931664792863	1.0	0	0	6.802721088435375	13.519826138757372	THOC3
Post-Elongation Processing of the Transcript Homo sapiens R-HSA-76044	1/60	0.13704931664792863	1.0	0	0	6.802721088435375	13.519826138757372	THOC3
RNA Polymerase II Pre-transcription Events Homo sapiens R-HSA-674695	1/64	0.145501086009976	1.0	0	0	6.377551020408164	12.293187043446148	TAF1
Triglyceride Biosynthesis Homo sapiens R-HSA-75109	1/66	0.1496965090156283	1.0	0	0	6.184291898577613	11.744868940614404	AGPAT5
Transcription of the HIV genome Homo sapiens R-HSA-167172	1/67	0.1517866469464216	1.0	0	0	6.091989034419738	11.485101326040615	TAF1
Cyclin E associated events during G1/S transition Homo sapiens R-HSA-69202	1/68	0.15387175170898196	1.0	0	0	6.002400960384154	11.234308551223542	CKS1B
Transport of Mature mRNA derived from an Intron-Containing Transcript Homo sapiens R-HSA-159236	1/68	0.15387175170898196	1.0	0	0	6.002400960384154	11.234308551223542	THOC3
Amyloid fiber formation Homo sapiens R-HSA-977225	1/68	0.15387175170898196	1.0	0	0	6.002400960384154	11.234308551223542	GGA1
Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656	1/69	0.1559518351617717	1.0	0	0	5.915409642117717	10.992061924687228	CKS1B
Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202	1/74	0.1662773462428849	1.0	0	0	5.515719801434088	9.895742549883874	THOC3
RNA polymerase II transcribes snRNA genes Homo sapiens R-HSA-6807505	1/77	0.17241315077194583	1.0	0	0	5.30082162735224	9.318111015542156	ZC3H8
Transcriptional regulation of white adipocyte differentiation Homo sapiens R-HSA-381340	1/79	0.1764790891137693	1.0	0	0	5.1666236114699045	8.961781890486334	MED13
Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253	1/82	0.18254133123122268	1.0	0	0	4.9776007964161275	8.465797208067526	CTBP2
p75 NTR receptor-mediated signalling Homo sapiens R-HSA-193704	1/83	0.1845523472379876	1.0	0	0	4.917629702483404	8.309919502713068	ARHGDIA
Metabolism of polyamines Homo sapiens R-HSA-351202	1/84	0.18655851672692078	1.0	0	0	4.859086491739553	8.158456396990406	AMD1
Viral mRNA Translation Homo sapiens R-HSA-192823	1/84	0.18655851672692078	1.0	0	0	4.859086491739553	8.158456396990406	RPL7
Peptide chain elongation Homo sapiens R-HSA-156902	1/84	0.18655851672692078	1.0	0	0	4.859086491739553	8.158456396990406	RPL7
Selenocysteine synthesis Homo sapiens R-HSA-2408557	1/87	0.19254806017668188	1.0	0	0	4.691531785127844	7.7288740002791085	RPL7
Eukaryotic Translation Termination Homo sapiens R-HSA-72764	1/87	0.19254806017668188	1.0	0	0	4.691531785127844	7.7288740002791085	RPL7
Regulation of TP53 Activity through Phosphorylation Homo sapiens R-HSA-6804756	1/89	0.19651706539438918	1.0	0	0	4.586104104563174	7.461618916088057	TAF1
Eukaryotic Translation Elongation Homo sapiens R-HSA-156842	1/89	0.19651706539438918	1.0	0	0	4.586104104563174	7.461618916088057	RPL7
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956	1/89	0.19651706539438918	1.0	0	0	4.586104104563174	7.461618916088057	RPL7
Metabolism of amino acids and derivatives Homo sapiens R-HSA-71291	2/335	0.19803733107938742	1.0	0	0	2.436795613767895	3.945902467874989	AMD1;RPL7
Gene Expression Homo sapiens R-HSA-74160	6/1631	0.2071192392323853	1.0	0	0	1.501520289292909	2.364084560550781	MED13;SETD8;ZC3H8;THOC3;RPL7;TAF1
Chaperonin-mediated protein folding Homo sapiens R-HSA-390466	1/95	0.20830976144800376	1.0	0	0	4.296455424274973	6.739974519290274	AP3M1
Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989	2/348	0.20966904995853702	1.0	0	0	2.345765892563922	3.664613990059969	SETD8;TAF1
Infectious disease Homo sapiens R-HSA-5663205	2/348	0.20966904995853702	1.0	0	0	2.345765892563922	3.664613990059969	RPL7;TAF1
Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689	1/96	0.21025865699508983	1.0	0	0	4.2517006802721085	6.630173495783064	RPL7
L1CAM interactions Homo sapiens R-HSA-373760	1/96	0.21025865699508983	1.0	0	0	4.2517006802721085	6.630173495783064	SCN9A
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds Homo sapiens R-HSA-425366	1/101	0.21993285781620825	1.0	0	0	4.04122044857547	6.120157490219283	SLC31A1
Protein folding Homo sapiens R-HSA-391251	1/101	0.21993285781620825	1.0	0	0	4.04122044857547	6.120157490219283	AP3M1
Glycerophospholipid biosynthesis Homo sapiens R-HSA-1483206	1/102	0.2218537199073844	1.0	0	0	4.001600640256102	6.0253582778260055	AGPAT5
Degradation of the extracellular matrix Homo sapiens R-HSA-1474228	1/106	0.22949094066533868	1.0	0	0	3.850596842510589	5.667661626822367	ADAM15
Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802	1/106	0.22949094066533868	1.0	0	0	3.850596842510589	5.667661626822367	RPL7
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957	1/106	0.22949094066533868	1.0	0	0	3.850596842510589	5.667661626822367	RPL7
L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827	1/106	0.22949094066533868	1.0	0	0	3.850596842510589	5.667661626822367	RPL7
3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279	1/106	0.22949094066533868	1.0	0	0	3.850596842510589	5.667661626822367	RPL7
Mitotic Prophase Homo sapiens R-HSA-68875	1/107	0.23138874349892613	1.0	0	0	3.8146099561319855	5.5832771718997884	SETD8
SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339	1/107	0.23138874349892613	1.0	0	0	3.8146099561319855	5.5832771718997884	RPL7
GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706	1/107	0.23138874349892613	1.0	0	0	3.8146099561319855	5.5832771718997884	RPL7
Selenoamino acid metabolism Homo sapiens R-HSA-2408522	1/111	0.23893427059315248	1.0	0	0	3.6771465342893914	5.264080835866243	RPL7
G1/S Transition Homo sapiens R-HSA-69206	1/112	0.24080928525036113	1.0	0	0	3.6443148688046647	5.188593317350888	CKS1B
Cap-dependent Translation Initiation Homo sapiens R-HSA-72737	1/114	0.24454574915763633	1.0	0	0	3.5803795202291444	5.042437788942069	RPL7
Eukaryotic Translation Initiation Homo sapiens R-HSA-72613	1/114	0.24454574915763633	1.0	0	0	3.5803795202291444	5.042437788942069	RPL7
Glycosaminoglycan metabolism Homo sapiens R-HSA-1630316	1/121	0.257482053509444	1.0	0	0	3.37325012649688	4.576843502837304	SGSH
Rho GTPase cycle Homo sapiens R-HSA-194840	1/122	0.259312292735852	1.0	0	0	3.345600535296086	4.515631248486649	ARHGDIA
Disease Homo sapiens R-HSA-1643685	3/725	0.26179267761844033	1.0	0	0	1.688951442646024	2.2635367689278647	CTBP2;RPL7;TAF1
S Phase Homo sapiens R-HSA-69242	1/124	0.26295952305137155	1.0	0	0	3.291639236339697	4.39682410597946	CKS1B
Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599	1/128	0.2702012828540778	1.0	0	0	3.188775510204082	4.172793704313759	TAF1
Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273	1/128	0.2702012828540778	1.0	0	0	3.188775510204082	4.172793704313759	RPL7
Cardiac conduction Homo sapiens R-HSA-5576891	1/135	0.28270700502051027	1.0	0	0	3.0234315948601664	3.819634877095857	SCN9A
Mitotic G1-G1/S phases Homo sapiens R-HSA-453279	1/136	0.28447631303043347	1.0	0	0	3.001200480192077	3.7728249913653014	CKS1B
Influenza Life Cycle Homo sapiens R-HSA-168255	1/136	0.28447631303043347	1.0	0	0	3.001200480192077	3.7728249913653014	RPL7
HIV Life Cycle Homo sapiens R-HSA-162587	1/141	0.29325892381433954	1.0	0	0	2.8947749312490956	3.551018558900339	TAF1
Influenza Infection Homo sapiens R-HSA-168254	1/147	0.3036587378991768	1.0	0	0	2.7766208524226017	3.3093177310361415	RPL7
Translation Homo sapiens R-HSA-72766	1/151	0.31050850642228905	1.0	0	0	2.703067982159751	3.1613568917390866	RPL7
Cell Cycle, Mitotic Homo sapiens R-HSA-69278	2/462	0.3132320846787084	1.0	0	0	1.7669405424507465	2.051083803532752	SETD8;CKS1B
Generic Transcription Pathway Homo sapiens R-HSA-212436	3/812	0.3203371236861411	1.0	0	0	1.5079923595053786	1.7166703421478577	MED13;SETD8;TAF1
Phospholipid metabolism Homo sapiens R-HSA-1483257	1/161	0.3273454602523001	1.0	0	0	2.5351755609075926	2.8311299591027383	AGPAT5
Cellular Senescence Homo sapiens R-HSA-2559583	1/161	0.3273454602523001	1.0	0	0	2.5351755609075926	2.8311299591027383	CABIN1
Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226	1/166	0.3356122319023523	1.0	0	0	2.458814851241702	2.684531244631658	RPL7
rRNA processing Homo sapiens R-HSA-72312	1/180	0.35823333340285796	1.0	0	0	2.2675736961451247	2.327824797299462	RPL7
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	1/193	0.37856206582710167	1.0	0	0	2.1148355715343135	2.05429891327162	THOC3
Muscle contraction Homo sapiens R-HSA-397014	1/196	0.3831629644986655	1.0	0	0	2.0824656393169514	1.9976986370765084	SCN9A
Cell Cycle Homo sapiens R-HSA-1640170	2/566	0.4056385126152308	1.0	0	0	1.4422730222831182	1.3013526775880329	SETD8;CKS1B
HIV Infection Homo sapiens R-HSA-162906	1/222	0.42166453459691594	1.0	0	0	1.8385732671446957	1.5876911615982867	TAF1
Chromatin organization Homo sapiens R-HSA-4839726	1/226	0.42737499628803516	1.0	0	0	1.8060321473722232	1.5352960803831859	SETD8
Chromatin modifying enzymes Homo sapiens R-HSA-3247509	1/226	0.42737499628803516	1.0	0	0	1.8060321473722232	1.5352960803831859	SETD8
Transmembrane transport of small molecules Homo sapiens R-HSA-382551	2/594	0.42960983680457676	1.0	0	0	1.374287088572803	1.161104704816644	SLC31A1;ABCA7
SLC-mediated transmembrane transport Homo sapiens R-HSA-425407	1/268	0.48409752946656115	1.0	0	0	1.5229972586049345	1.1048871236719922	SLC31A1
M Phase Homo sapiens R-HSA-68886	1/268	0.48409752946656115	1.0	0	0	1.5229972586049345	1.1048871236719922	SETD8
Metabolism of proteins Homo sapiens R-HSA-392499	3/1074	0.4939204933758078	1.0	0	0	1.1401208528103979	0.8042192672791801	GGA1;AP3M1;RPL7
Metabolism of carbohydrates Homo sapiens R-HSA-71387	1/282	0.5017523563861601	1.0	0	0	1.4473874656245478	0.998188732061905	SGSH
Extracellular matrix organization Homo sapiens R-HSA-1474244	1/283	0.5029905183138399	1.0	0	0	1.4422730222831182	0.9911068858884582	ADAM15
Diseases of signal transduction Homo sapiens R-HSA-5663202	1/288	0.5091362579400526	1.0	0	0	1.417233560090703	0.9566887768253305	CTBP2
Signaling by Wnt Homo sapiens R-HSA-195721	1/295	0.5176153939128149	1.0	0	0	1.3836042891732965	0.9111349640862152	CTBP2
Neuronal System Homo sapiens R-HSA-112316	1/301	0.5247688961664531	1.0	0	0	1.3560241372296427	0.8743607174509217	PTPRD
Developmental Biology Homo sapiens R-HSA-1266738	2/786	0.5790308916362434	1.0	0	0	1.0385833722802098	0.5674813827718889	MED13;SCN9A
Signaling by Rho GTPases Homo sapiens R-HSA-194315	1/367	0.5969122607405265	1.0	0	0	1.112161485847745	0.5738588036746087	ARHGDIA
Cellular responses to stress Homo sapiens R-HSA-2262752	1/367	0.5969122607405265	1.0	0	0	1.112161485847745	0.5738588036746087	CABIN1
Signalling by NGF Homo sapiens R-HSA-166520	1/450	0.6725583292828072	1.0	0	0	0.9070294784580499	0.35978815081576687	ARHGDIA
Axon guidance Homo sapiens R-HSA-422475	1/515	0.7219161613644761	1.0	0	0	0.7925500297206262	0.2582494684569524	SCN9A
Signal Transduction Homo sapiens R-HSA-162582	2/2465	0.9875427419688111	1.0	0	0	0.33116694953843606	0.004151343341359088	CTBP2;ARHGDIA
