Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ras GTPase binding (GO:0017016)	1/184	0.36455673444019127	1.0	0	0	2.218278615794144	2.2384052564417884	AP3M1
peptidase activity, acting on L-amino acid peptides (GO:0070011)	1/185	0.36612802361099517	1.0	0	0	2.206287920573635	2.2168168018899252	ADAM15
ubiquitin-like protein ligase activity (GO:0061659)	1/186	0.36769550647243404	1.0	0	0	2.1944261575597985	2.1955236150642783	UBE2NL
ubiquitin protein ligase activity (GO:0061630)	1/192	0.3770209754460539	1.0	0	0	2.1258503401360542	2.0736701855737865	UBE2NL
microtubule binding (GO:0008017)	1/195	0.38163305148588844	1.0	0	0	2.0931449502878077	2.0163175934069586	MTUS1
RNA polymerase II regulatory region DNA binding (GO:0001012)	1/201	0.39075708304604995	1.0	0	0	2.030663011473246	1.9081514530358956	PURB
transcription corepressor activity (GO:0003714)	1/203	0.3937690190040998	1.0	0	0	2.0106564793405046	1.8739133161278279	CTBP2
ATPase activity (GO:0016887)	1/203	0.3937690190040998	1.0	0	0	2.0106564793405046	1.8739133161278279	ABCA7
regulatory region DNA binding (GO:0000975)	1/224	0.42452670403129006	1.0	0	0	1.8221574344023324	1.561188717540518	TAF1
protein homodimerization activity (GO:0042803)	2/664	0.4873020345206853	1.0	0	0	1.229407425620851	0.8837855348571068	CTBP2;RPL7
kinase activity (GO:0016301)	1/280	0.4992669609297039	1.0	0	0	1.4577259475218658	1.0125573388405829	TAF1
ubiquitin protein ligase binding (GO:0031625)	1/284	0.5042256660474921	1.0	0	0	1.4371945961483186	0.9840922118808566	UBE2NL
transcription regulatory region sequence-specific DNA binding (GO:0000976)	1/292	0.5139991937339735	1.0	0	0	1.397819401733296	0.9302957536191623	PURB
ubiquitin-like protein ligase binding (GO:0044389)	1/297	0.5200115368245155	1.0	0	0	1.374287088572803	0.8986522111616613	UBE2NL
endopeptidase activity (GO:0004175)	1/354	0.5836074304796434	1.0	0	0	1.1530035743110805	0.6209232448632143	ADAM15
protein serine/threonine kinase activity (GO:0004674)	1/368	0.5979182831384894	1.0	0	0	1.109139307897072	0.5704316599812431	TAF1
nucleoside-triphosphatase activity (GO:0017111)	1/424	0.6504968233712418	1.0	0	0	0.9626492106276473	0.4139573203756573	ABCA7
metal ion binding (GO:0046872)	1/442	0.6659196445860133	1.0	0	0	0.9234463015975622	0.37546058684620465	DIS3L2
protein kinase activity (GO:0004672)	1/513	0.7205123579213936	1.0	0	0	0.7956398933842542	0.26080495828536304	TAF1
